year,emissions_kg_per_s,region,MtCO2_per_year
1966,19762.547199838886,china,623.2316884941191
1967,21125.016918596186,china,666.1985335448494
1968,19731.726823025423,china,622.2597370909297
1969,22095.667540021324,china,696.8089715421124
1970,20761.369130839743,china,654.7305369101621
1971,22524.23411140279,china,710.3242469371985
1972,24925.77099201032,china,786.0591140040375
1973,24579.698475662804,china,775.1453711285022
1974,25586.15740751541,china,806.885060003406
1975,24804.7927046511,china,782.243942733877
1976,27601.48057149381,china,870.4402913026288
1977,26335.12415728402,china,830.5044754241088
1978,26792.64444785847,china,844.9328353076648
1979,29409.256889614557,china,927.4503252708846
1980,29199.506191796634,china,920.8356272644986
1981,32950.60687613741,china,1039.1303384458695
1982,33789.344957808695,china,1065.5807825894549
1983,36008.4314420824,china,1135.5618939575104
1984,36487.338903662116,china,1150.6647196658885
1985,37399.58669097395,china,1179.4333658865544
1986,39416.70972396015,china,1243.0453578548074
1987,38371.10996754898,china,1210.0713239366248
1988,41636.14511811456,china,1313.037472444861
1989,41639.98196113605,china,1313.1584711263865
1990,43192.95240291306,china,1362.1329469782663
1991,36532.27198435336,china,1152.0817292985676
1992,35795.417337719955,china,1128.8442811623365
1993,36937.9818189724,china,1164.8761946431139
1994,36638.02892539971,china,1155.4168801914052
1995,37761.44062799224,china,1190.8447916443633
1996,37157.850527061426,china,1171.8099742214092
1997,40137.39061371168,china,1265.7727503940114
1998,36096.31322857974,china,1138.3333339764906
1999,38206.18918890791,china,1204.8703822614
2000,40057.91894255885,china,1263.266531772536
2001,47669.91295503041,china,1503.3183749498392
2002,40218.82854687429,china,1268.3409770542276
2003,40677.90804836483,china,1282.8185082132331
2004,48766.17256758203,china,1537.890018091267
2005,44580.99610863407,china,1405.906293281884
2006,40824.75514899639,china,1287.44947837875
2007,42487.480567158076,china,1339.885187165897
2008,41922.22830872659,china,1322.0593919440016
2009,43160.22596015083,china,1361.1008858793164
2010,53902.93260258731,china,1699.8828825551934
2011,42510.21865555429,china,1340.60225552156
2012,41047.266490192706,china,1294.466596034717
2013,44712.70803688868,china,1410.0599606513215
2014,45306.93339640395,china,1428.7994515889948
1850,2360.770907717706,india,74.44927134578559
1851,6234.1962715385525,india,196.6016136192398
1852,5760.242561455519,india,181.65500941806124
1853,5161.274454791526,india,162.76595120630557
1854,5780.685145829318,india,182.29968675887335
1855,4552.950374262599,india,143.58184300274533
1856,3469.6119036708824,india,109.41768099416495
1857,4131.366161735049,india,130.2867632764765
1858,3221.1144243670096,india,101.58106448683802
1859,3231.753712068988,india,101.9165850638076
1860,2902.572946189722,india,91.53554043103908
1861,3494.5861126534105,india,110.20526764863796
1862,3717.9094256591366,india,117.24799164758653
1863,3091.617476270984,india,97.49724873168175
1864,3528.6981785470202,india,111.28102575865883
1865,3286.04339892724,india,103.62866462856944
1866,2591.667362904009,india,81.73082195654084
1867,2563.020389963091,india,80.82741101787603
1868,2516.103215473556,india,79.34783100317405
1869,3134.458747370972,india,98.84829105709098
1870,2194.6604767189115,india,69.21081279380759
1871,3333.8999772295715,india,105.13786968191178
1872,2554.9209149196436,india,80.57198597290588
1873,2337.2065710458023,india,73.70614642450043
1874,2450.1365413882145,india,77.26750596921873
1875,3009.508690149291,india,94.90786605254803
1876,3099.343753513636,india,97.74090461080601
1877,2421.1785697021323,india,76.35428737412644
1878,2231.600987584329,india,70.37576874445939
1879,2381.475207628737,india,75.10220214777985
1880,3272.813799213854,india,103.2114559720081
1881,2170.564615277587,india,68.45092570739399
1882,2608.113563862166,india,82.24946934995727
1883,2415.7110258010302,india,76.18186290966129
1884,2630.3747627809566,india,82.95149851906024
1885,2122.1927569757663,india,66.92547078398778
1886,3243.791844142292,india,102.29621959687132
1887,2412.122046446551,india,76.06868085673844
1888,2851.938071149972,india,89.93871901178552
1889,2679.4014888290953,india,84.49760535171436
1890,2957.117473581968,india,93.25565664688095
1891,2834.9850284036693,india,89.40408785573811
1892,2753.150245239963,india,86.82334613388748
1893,2906.567214729919,india,91.66150368372273
1894,2253.9389085164717,india,71.08021741897545
1895,2997.5717741833087,india,94.53142347064482
1896,2667.2637439299738,india,84.11482942857565
1897,2840.476725006091,india,89.57727399979208
1898,2734.9979179866373,india,86.25089434162659
1899,3399.1096792463627,india,107.19432284471328
1900,2946.25074114254,india,92.91296337267114
1901,2981.947856162853,india,94.03870759195173
1902,2225.8475122401182,india,70.19432714600437
1903,3254.930227917619,india,102.64747966761003
1904,2687.617679066783,india,84.75671112705007
1905,3406.843613430876,india,107.4382201931561
1906,2704.8849627483155,india,85.30125218523088
1907,3168.190410019521,india,99.91205277037561
1908,2318.369822338603,india,73.11211071727018
1909,2459.8577484006323,india,77.57407395356235
1910,3697.0106289052205,india,116.58892719315503
1911,2636.4344305628642,india,83.14259620223048
1912,3451.4993528555187,india,108.84648359165165
1913,2440.669019354253,india,76.96893819435573
1914,3374.0992912586285,india,106.4055952491321
1915,3039.8411154323335,india,95.86442941627406
1916,3263.744695753206,india,102.9254527252731
1917,2443.901028895507,india,77.0708628472487
1918,3277.0860703794624,india,103.34618631548672
1919,3103.398700213104,india,97.86878140992044
1920,3112.1651315943745,india,98.14523958996018
1921,3510.926243409717,india,110.72057001216882
1922,3225.6272374142013,india,101.72338055909425
1923,2526.6513408967817,india,79.6804766865209
1924,3969.9278034256363,india,125.19564320883087
1925,3500.7709558024812,india,110.40031286218704
1926,3569.3109996184626,india,112.56179168396784
1927,2955.554405506591,india,93.20636373205586
1928,4327.4036892240265,india,136.4690027433689
1929,3588.699883215441,india,113.17323951708214
1930,3383.801228096507,india,106.71155552925146
1931,3051.396141823376,india,96.228828728542
1932,4374.722596026467,india,137.96125178829064
1933,3753.627580851617,india,118.37439938973658
1934,4034.7522947267244,india,127.23994836650198
1935,3366.5883574029426,india,106.1687304390592
1936,4315.343004362916,india,136.08865698558893
1937,4196.996772168753,india,132.35649020711378
1938,3162.448230286105,india,99.73096739030261
1939,4283.307260953895,india,135.07837778144204
1940,4525.910145515335,india,142.72910234897162
1941,3625.2932273750266,india,114.32724721849884
1942,5344.751177964224,india,168.55207314827976
1943,3733.205741793428,india,117.73037627319754
1944,4076.2935924875223,india,128.5499947326865
1945,5446.564098375248,india,171.7628454063618
1946,4713.000010277939,india,148.62916832412506
1947,4141.845979881388,india,130.61725482153946
1948,4960.002679928094,india,156.41864451421236
1949,4713.814383605385,india,148.65485040137943
1950,4348.909687838371,india,137.14721591567084
1951,4255.912286976718,india,134.21444988209777
1952,5548.312079700282,india,174.9715697454281
1953,4472.143221471632,india,141.03350863232941
1954,3595.350325395842,india,113.38296786168327
1955,5489.123479743245,india,173.104998057183
1956,5287.091621875091,india,166.73372138745285
1957,4895.982973298328,india,154.39971904593605
1958,5956.004507682043,india,187.82855815426092
1959,4670.943956221755,india,147.30288860340926
1960,6605.954776257183,india,208.3253898240465
1961,4699.964286299779,india,148.21807373274982
1962,5441.2359182711125,india,171.59481591859782
1963,4923.2276804987205,india,155.25890813220764
1964,5506.938910340381,india,173.66682547649427
1965,5158.226786261297,india,162.66983993153625
1966,4741.457960306511,india,149.52661823622614
1967,6219.921511781552,india,196.15144479554303
1968,4211.836737232963,india,132.82448334537872
1969,7123.921091031417,india,224.65997552676674
1970,5294.813912601338,india,166.97725154779582
1971,5664.6642690960225,india,178.64085239021216
1972,6510.927457124679,india,205.32860828788387
1973,5244.2648994383635,india,165.38313786868824
1974,6913.065698471066,india,218.01043986698352
1975,5168.223393628402,india,162.98509294146527
1976,8052.266180079029,india,253.93626625497225
1977,6426.721286052577,india,202.67308247695408
1978,7334.094631857358,india,231.28800831025364
1979,7308.59104792147,india,230.48372728725147
1980,7017.89465948139,india,221.3163259814051
1981,7152.1317810722,india,225.5496278478929
1982,7530.1960668064485,india,237.47226316280816
1983,8129.35241609879,india,256.3672577940914
1984,7284.015345042036,india,229.70870792124563
1985,8390.882549620355,india,264.61487208482754
1986,9051.886107785613,india,285.46028029512706
1987,6896.294605494472,india,217.48154667887368
1988,9412.45767075629,india,296.8312651049703
1989,8992.137831025837,india,283.5760586392308
1990,8964.304084443807,india,282.6982936070199
1991,8094.473711713007,india,255.26732297258138
1992,8891.602874236029,india,280.4055882419074
1993,11197.776540552397,india,353.1330809828604
1994,9006.345912121411,india,284.0241246846608
1995,10967.532274033443,india,345.8720977939186
1996,8943.725681919792,india,282.0493331050226
1997,11935.38434454667,india,376.39428068962377
1998,9763.243843310614,india,307.89365784264356
1999,9520.74708877818,india,300.2462801917087
2000,11994.224763014461,india,378.24987212642407
2001,11617.070300727019,india,366.3559290037272
2002,10919.666261907572,india,344.36259523551723
2003,11176.525311897896,india,352.4629022360121
2004,9451.439222062929,india,298.0605873069765
2005,12815.55025686499,india,404.1511929004943
2006,11827.166138913526,india,372.981511356777
2007,11902.924728688384,india,375.37063424391687
2008,12468.406542396106,india,393.2036687210036
2009,11567.978930655152,india,364.80778355714085
2010,13789.36192916387,india,434.8613177981118
2011,12654.247309952872,india,399.0643431666738
2012,11852.222055888162,india,373.7716747544891
2013,13996.575717108388,india,441.3960118147301
2014,14600.778479903494,india,460.45015014223657
1850,132.52583491076976,japan,4.179334729746035
1851,328.5016756099083,japan,10.35962884203407
1852,330.80038617035467,japan,10.432120978268305
1853,333.2286602519164,japan,10.508699029704434
1854,330.4117004629876,japan,10.419863385800777
1855,331.90776804808417,japan,10.467043373164383
1856,347.1076411773629,japan,10.946386572169315
1857,341.1089843376091,japan,10.75721293007084
1858,344.99516219405336,japan,10.879767434951669
1859,343.55029892751935,japan,10.83420222697825
1860,357.93403740699915,japan,11.287807803667127
1861,328.5030220957326,japan,10.359671304811023
1862,338.65117321253746,japan,10.679703398430583
1863,346.2931579407641,japan,10.920701028819936
1864,334.1097344580175,japan,10.53648458586804
1865,342.6626652331848,japan,10.806209810793714
1866,306.1693821081662,japan,9.65535763416313
1867,310.8849965013693,japan,9.804069249667183
1868,314.1579183290906,japan,9.9072841124262
1869,322.160980352801,japan,10.159668676405934
1870,317.95931812083296,japan,10.027165056258589
1871,307.67796955484624,japan,9.702932447881631
1872,307.5991719644026,japan,9.7004474870694
1873,319.269710941029,japan,10.068489604236293
1874,324.53699091285176,japan,10.234598545427692
1875,329.1538912670929,japan,10.38019711499904
1876,321.35501719782945,japan,10.13425182235075
1877,316.2110401200025,japan,9.9720313612244
1878,328.19091992937507,japan,10.349828850892772
1879,319.7795675829712,japan,10.084568443296579
1880,325.617075680225,japan,10.268660098651575
1881,333.249422406237,japan,10.50935378500309
1882,333.9950561153317,japan,10.532868089653102
1883,334.76683483506116,japan,10.557206903358487
1884,333.19378607211604,japan,10.507599237570252
1885,337.23031677719615,japan,10.634895269885659
1886,353.44576625370695,japan,11.146265684576903
1887,346.5381490904474,japan,10.92842706971635
1888,361.4517428980444,japan,11.398742164032727
1889,360.00460965361276,japan,11.353105370036332
1890,355.0894248601144,japan,11.198100102388567
1891,375.9352814605891,japan,11.855495036141138
1892,377.8105133771051,japan,11.914632349860385
1893,375.2525876209697,japan,11.8339656032149
1894,385.82830348685775,japan,12.167481378761545
1895,395.2115652518583,japan,12.463391921782604
1896,401.5946517334694,japan,12.66468893706669
1897,404.0881958137756,japan,12.743325343183228
1898,405.1613172086584,japan,12.77716729949225
1899,407.9759020511512,japan,12.865928047085104
1900,414.90629814782307,japan,13.084485018389747
1901,443.3135355919728,japan,13.980335658428455
1902,446.81041796884455,japan,14.090613341065481
1903,450.5033453702094,japan,14.207073499594923
1904,447.0567487487753,japan,14.098381628541379
1905,439.170300589453,japan,13.84967459938899
1906,467.2677068741735,japan,14.735754403983934
1907,474.01548731519097,japan,14.948552407971862
1908,474.3008955130549,japan,14.9575530408997
1909,500.66373820539366,japan,15.788931648045294
1910,493.27299723557053,japan,15.555857240820952
1911,460.62488972011425,japan,14.526266522213524
1912,463.76353545808956,japan,14.625246854206312
1913,455.4172070623543,japan,14.362037041918406
1914,445.12356465341685,japan,14.037416734910154
1915,460.22632385178804,japan,14.513697348989988
1916,479.9764537620683,japan,15.136537445840586
1917,492.9827721710331,japan,15.5467047031857
1918,471.9450105893606,japan,14.883257853946075
1919,472.05173176500284,japan,14.88662341294113
1920,489.7008104717377,japan,15.44320475903672
1921,538.2028446532025,japan,16.972764908983393
1922,567.689056665453,japan,17.902642091001724
1923,572.3966339868435,japan,18.0511002494091
1924,578.840799640307,japan,18.254323457456717
1925,581.898286117921,japan,18.350744351014754
1926,566.0325909448935,japan,17.85040378803816
1927,564.7295047758299,japan,17.809309662610573
1928,591.3463947081918,japan,18.648699903517535
1929,615.0731759447585,japan,19.396947676593907
1930,582.0450208148881,japan,18.35537177641831
1931,532.8702966002244,japan,16.804597673584677
1932,532.7468295965605,japan,16.80070401815713
1933,530.8410599920495,japan,16.740603667909273
1934,544.0069451438277,japan,17.15580302205575
1935,544.0819175445705,japan,17.158167351685574
1936,560.2586466502445,japan,17.66831668076211
1937,569.3516521295438,japan,17.955073701557293
1938,584.5582473207845,japan,18.434628887508257
1939,587.2605356252969,japan,18.519848251479363
1940,585.7768195174272,japan,18.473057780301584
1941,521.2447446473074,japan,16.437974267197486
1942,531.2105504664231,japan,16.752255919509118
1943,517.7226418831939,japan,16.3269012344284
1944,549.9233540779896,japan,17.342382894203478
1945,537.1079041548466,japan,16.93823486542724
1946,568.9015326734615,japan,17.94087873439028
1947,549.5277977154155,japan,17.329908628753344
1948,547.5720229165732,japan,17.26823131469705
1949,545.8750521780861,japan,17.214715645488123
1950,565.9280141361804,japan,17.847105853798585
1951,564.4196745563205,japan,17.799538856808123
1952,598.7766125784357,japan,18.88301925427355
1953,606.5834065114393,japan,19.12921430774475
1954,622.2789182217825,japan,19.624187965042132
1955,632.76514399114,japan,19.95488158090459
1956,644.3939449366952,japan,20.321607447523622
1957,659.6195741357334,japan,20.801762889944488
1958,680.9824964404357,japan,21.475464007745583
1959,722.7245099780242,japan,22.791840146666974
1960,700.3425000298898,japan,22.086001080942605
1961,744.2429755365823,japan,23.47044647652166
1962,765.9087485365425,japan,24.153698293848404
1963,811.1745677615592,japan,25.581201168928526
1964,791.9640648895197,japan,24.975378750355894
1965,850.6132675169521,japan,26.8249400044146
1966,832.9193700722172,japan,26.26694525459744
1967,816.8996687666948,japan,25.76174795422649
1968,838.5818289225493,japan,26.445516556901516
1969,823.2332960208286,japan,25.961485223312852
1970,818.6209294987535,japan,25.81602963267269
1971,827.0290772207821,japan,26.081188979234586
1972,859.7186431061713,japan,27.112087128996215
1973,917.5925501824241,japan,28.93719866255293
1974,855.0516723804776,japan,26.964909540190742
1975,878.2162447819596,japan,27.695427495443877
1976,894.2317306683602,japan,28.200491858357406
1977,896.5207095356418,japan,28.272677095916002
1978,873.0787708895564,japan,27.533412118773047
1979,934.4676967128099,japan,29.469373283535177
1980,936.9677094134971,japan,29.548213684064045
1981,913.0066080401635,japan,28.792576391154597
1982,910.9712739271149,japan,28.728390094565494
1983,906.8829234422957,japan,28.599459873676235
1984,901.1291312885102,japan,28.418008284314457
1985,932.5599346946937,japan,29.409210100531862
1986,900.507620431432,japan,28.39840831792564
1987,848.681861034792,japan,26.7640311695932
1988,959.9601053541274,japan,30.27330188244776
1989,859.6997705245477,japan,27.11149196326214
1990,911.8819113080868,japan,28.757107955011826
1991,874.4183583723675,japan,27.57565734963098
1992,844.9634787310683,japan,26.64676826526297
1993,810.0450702849251,japan,25.545581336505396
1994,813.4931440233917,japan,25.65431978992168
1995,750.4171981059354,japan,23.66515675946878
1996,800.7877512561249,japan,25.253642523613156
1997,794.6567376801587,japan,25.060294879481482
1998,783.7683785975602,japan,24.716919587452654
1999,749.0924559543456,japan,23.623379690976243
2000,774.6861897236175,japan,24.430503679124
2001,1414.2012927847925,japan,44.59825196926121
2002,829.1225066243982,japan,26.147207368907022
2003,800.0866655363969,japan,25.231533084355814
2004,1012.2874628675767,japan,31.923497428991897
2005,788.4102236826271,japan,24.86330481405533
2006,768.456510849939,japan,24.23404452616368
2007,777.9669078891379,japan,24.533964407191853
2008,759.5333979436213,japan,23.95264523755004
2009,786.8973428269406,japan,24.8155946033904
2010,773.7565257398666,japan,24.401185795732435
2011,820.2030813986609,japan,25.86592437498817
2012,794.5795572651997,japan,25.057860917915338
2013,789.0609646385604,japan,24.88382658084164
2014,796.709319102093,japan,25.125025087203607
1850,353.3544705292381,iran,11.143386582610052
1851,403.8645760556331,iran,12.736273270490447
1852,454.05510348980187,iran,14.319081743654392
1853,433.83784727094826,iran,13.681510351536625
1854,429.1770555484445,iran,13.534527623775745
1855,375.15389991102666,iran,11.830853387594138
1856,428.7446936616213,iran,13.520892659312889
1857,419.5906544468578,iran,13.232210878636108
1858,438.5746435378002,iran,13.830889958608068
1859,455.07483115253285,iran,14.351239875226277
1860,465.3474922495755,iran,14.675198515582613
1861,441.485526567337,iran,13.92268756582754
1862,486.0792706550035,iran,15.32899587937619
1863,441.47667429039285,iran,13.92240840042183
1864,435.89068970477894,iran,13.74624879052991
1865,465.18708815937663,iran,14.670140012194102
1866,474.1228287787005,iran,14.951937528365098
1867,436.94755790336626,iran,13.779578186040558
1868,465.66440775123107,iran,14.685192762842822
1869,468.31712327993733,iran,14.768848799756103
1870,472.0871031286897,iran,14.887738884266358
1871,507.4734903357353,iran,16.003683991227746
1872,555.1280957837268,iran,17.50651962863561
1873,610.0390966186172,iran,19.238192950964713
1874,611.0467910775646,iran,19.26997160342208
1875,569.6996791654451,iran,17.966049082161476
1876,549.1019216817139,iran,17.316478202154528
1877,531.8315319909716,iran,16.77183919286728
1878,637.6669452073511,iran,20.109464784059025
1879,705.4348684465614,iran,22.24659401133076
1880,672.2167110869204,iran,21.199026200837125
1881,680.4268975663402,iran,21.457942641652107
1882,724.079934081717,iran,22.834584801201032
1883,662.992339151574,iran,20.90812640748404
1884,668.3194903112932,iran,21.076123446456943
1885,606.6692358975622,iran,19.131921023265523
1886,696.357845800264,iran,21.960341025157128
1887,719.5597403623564,iran,22.692035972067274
1888,675.7916191863268,iran,21.31176450266
1889,701.0487492494586,iran,22.10827335633093
1890,709.0206446229022,iran,22.359675048827842
1891,755.6476774264114,iran,23.83010515531931
1892,705.0382026012475,iran,22.234084757232942
1893,704.5993291679856,iran,22.220244444641594
1894,701.882027074655,iran,22.134551605826317
1895,702.8527906706939,iran,22.165165606591003
1896,803.523701136684,iran,25.339923439046466
1897,781.1082345482986,iran,24.633029284715146
1898,702.0833370419219,iran,22.14090011695405
1899,659.8377449437813,iran,20.80864312454709
1900,765.7164205243275,iran,24.147633037655194
1901,761.85967484107,iran,24.026006705787985
1902,775.7453220747129,iran,24.463904476948148
1903,807.4091630771062,iran,25.46245536679962
1904,739.0674265973034,iran,23.30723036517256
1905,730.3194199361436,iran,23.031353227106223
1906,787.7881795901588,iran,24.84368803155525
1907,927.1057148706465,iran,29.237205824160707
1908,797.8251233225154,iran,25.160213089098846
1909,864.2778075164578,iran,27.25586493783901
1910,826.5888505562448,iran,26.067305991141733
1911,856.1983289639073,iran,27.00107050220578
1912,879.4163643036924,iran,27.733274464681244
1913,1000.5069919558941,iran,31.55198849832108
1914,876.1724516617475,iran,27.630974435604866
1915,754.8378098541247,iran,23.804565171559673
1916,813.2681727739376,iran,25.647225096598895
1917,937.8275751784886,iran,29.575330410828816
1918,1007.9903463785103,iran,31.7879835633927
1919,942.7741073821044,iran,29.731324250402043
1920,952.5178947513756,iran,30.03860432887938
1921,916.9705812292347,iran,28.917584249645145
1922,973.0534703270646,iran,30.68621424023431
1923,936.6391032626361,iran,29.537850760490493
1924,900.3566152863763,iran,28.39364621967116
1925,896.4392243902045,iran,28.27010738036949
1926,988.0730967911983,iran,31.15987318040723
1927,1010.6362341325804,iran,31.87142427960506
1928,984.2102925348487,iran,31.03805578537899
1929,1006.5110211672171,iran,31.741331563529357
1930,1017.1617669569665,iran,32.07721348275489
1931,1033.299510286295,iran,32.58613335638859
1932,988.1808586941985,iran,31.16327155978024
1933,1039.5324661175785,iran,32.78269585148396
1934,1044.6598786143618,iran,32.94439393198251
1935,1121.1435885326844,iran,35.356384207966734
1936,1009.3867981662979,iran,31.83202206697237
1937,1044.2310496861699,iran,32.93087038290305
1938,1230.0938961086983,iran,38.792241107683914
1939,1038.5784572903929,iran,32.75261022910983
1940,1133.3409643333089,iran,35.74104065121522
1941,1091.2592275996485,iran,34.41395100158251
1942,1038.3611044470715,iran,32.745755789842846
1943,1287.0610659755614,iran,40.5887577766053
1944,1174.8897329342647,iran,37.051322617814975
1945,1137.7412505816994,iran,35.879808078344475
1946,1207.6359741285685,iran,38.08400808011854
1947,1182.0064591218922,iran,37.275755694867996
1948,1158.347533515551,iran,36.52964781694642
1949,1272.5151140192513,iran,40.130036635711114
1950,1498.4847650706845,iran,47.2562155512691
1951,1723.2385806512357,iran,54.344051879417364
1952,1792.8625842927424,iran,56.53971445825593
1953,1786.1554523019104,iran,56.32819834379305
1954,1751.8959809154387,iran,55.247791654149275
1955,1749.3338539745073,iran,55.16699241894006
1956,1837.9953267934864,iran,57.963020625759384
1957,1935.3548440858697,iran,61.03335036309199
1958,2117.1809102284783,iran,66.7674171849653
1959,1935.9723546365828,iran,61.052824175819275
1960,1914.9351555468281,iran,60.38939506532477
1961,1401.9678999402006,iran,44.212459692514166
1962,1755.2479809063025,iran,55.353500325861155
1963,1478.2355706436658,iran,46.61763695581864
1964,1748.8627805668777,iran,55.15213664795706
1965,1556.0949658609034,iran,49.07301084338945
1966,1544.9333673126937,iran,48.721018671573106
1967,1541.295715845173,iran,48.606301694893375
1968,1587.6553357180062,iran,50.06829866720304
1969,1578.278969489581,iran,49.77260558182343
1970,1749.274320084659,iran,55.165114958189804
1971,1509.4852392555651,iran,47.60312650516351
1972,1627.0706573793407,iran,51.31130025111489
1973,1774.7279406417626,iran,55.96782033607863
1974,2007.1270835090363,iran,63.29675970554097
1975,1847.718371918747,iran,58.26964657682961
1976,1773.547608070043,iran,55.930597368096876
1977,1789.7607259809329,iran,56.441894254534695
1978,1760.5347360824755,iran,55.520223437096945
1979,1676.5256935340615,iran,52.87091427129016
1980,1814.9589497276163,iran,57.23654543861011
1981,2255.9519770856173,iran,71.14370154937203
1982,2246.945395682703,iran,70.85966999824971
1983,1977.860309897226,iran,62.373802732918925
1984,2121.6172244309346,iran,66.90732078965395
1985,2319.251144154883,iran,73.13990408206838
1986,2344.363045100213,iran,73.93183299028031
1987,2195.1017952031293,iran,69.22473021352587
1988,2414.54422525296,iran,76.14506668757734
1989,2636.838004965793,iran,83.15532332460126
1990,2436.9561781220823,iran,76.85185003325797
1991,2420.5108926724383,iran,76.333231511318
1992,2439.425862511473,iran,76.92973400016182
1993,2478.460311011006,iran,78.16072436804309
1994,2611.803149865209,iran,82.36582413414924
1995,2528.94022150165,iran,79.75265882527603
1996,2697.1139941895963,iran,85.05618692076311
1997,2851.3889266888523,iran,89.92140119205965
1998,2904.0232178656915,iran,91.58127619861244
1999,2524.752209795401,iran,79.62058568810777
2000,2397.6359443162514,iran,75.6118471399573
2001,2585.9067654785263,iran,81.5491557561308
2002,2846.772455119908,iran,89.77581614466142
2003,2958.289528723724,iran,93.29261857783136
2004,3441.3238107772336,iran,108.52558769667084
2005,2679.4253655847974,iran,84.49835832908217
2006,2444.7641086038007,iran,77.09808092892946
2007,2955.34474181191,iran,93.19975177778039
2008,2930.164927124297,iran,92.40568114179183
2009,2523.123494004761,iran,79.56922250693414
2010,2534.511744874468,iran,79.92836238636121
2011,2591.5946388252423,iran,81.72852852999284
2012,3258.326356540307,iran,102.75457997985514
2013,2777.1905582909517,iran,87.58148144626345
2014,2816.8393984367017,iran,88.83184726909982
